  -3.00000000000000e+00  -1.41120008059867e-01
  -2.93939393939394e+00  -2.00823735138638e-01
  -2.87878787878788e+00  -2.59790043402777e-01
  -2.81818181818182e+00  -3.17802410312691e-01
  -2.75757575757576e+00  -3.74647816173215e-01
  -2.69696969696970e+00  -4.30117526335640e-01
  -2.63636363636364e+00  -4.84007857665163e-01
  -2.57575757575758e+00  -5.36120926459333e-01
  -2.51515151515152e+00  -5.86265375071156e-01
  -2.45454545454545e+00  -6.34257074568708e-01
  -2.39393939393939e+00  -6.79919800851133e-01
  -2.33333333333333e+00  -7.23085881738325e-01
  -2.27272727272727e+00  -7.63596812658209e-01
  -2.21212121212121e+00  -8.01303838670850e-01
  -2.15151515151515e+00  -8.36068500692183e-01
  -2.09090909090909e+00  -8.67763143911680e-01
  -2.03030303030303e+00  -8.96271386537035e-01
  -1.96969696969697e+00  -9.21488547144662e-01
  -1.90909090909091e+00  -9.43322029066788e-01
  -1.84848484848485e+00  -9.61691660403677e-01
  -1.78787878787879e+00  -9.76529988412473e-01
  -1.72727272727273e+00  -9.87782527191676e-01
  -1.66666666666667e+00  -9.95407957751765e-01
  -1.60606060606061e+00  -9.99378279737299e-01
  -1.54545454545455e+00  -9.99678914243397e-01
  -1.48484848484848e+00  -9.96308757349048e-01
  -1.42424242424242e+00  -9.89280184170670e-01
  -1.36363636363636e+00  -9.78619003421054e-01
  -1.30303030303030e+00  -9.64364362640533e-01
  -1.24242424242424e+00  -9.46568604448369e-01
  -1.18181818181818e+00  -9.25297074342206e-01
  -1.12121212121212e+00  -9.00627880751338e-01
  -1.06060606060606e+00  -8.72651608224862e-01
  -1.00000000000000e+00  -8.41470984807897e-01
  -9.39393939393939e-01  -8.07200504827239e-01
  -8.78787878787879e-01  -7.69966008471585e-01
  -8.18181818181818e-01  -7.29904219710074e-01
  -7.57575757575757e-01  -6.87162244245925e-01
  -6.96969696969697e-01  -6.41897029348644e-01
  -6.36363636363636e-01  -5.94274787548289e-01
  -5.75757575757576e-01  -5.44470386307985e-01
  -5.15151515151515e-01  -4.92666705915764e-01
  -4.54545454545455e-01  -4.39053967953561e-01
  -3.93939393939394e-01  -3.83829036809194e-01
  -3.33333333333333e-01  -3.27194696796152e-01
  -2.72727272727272e-01  -2.69358907535598e-01
  -2.12121212121212e-01  -2.10534040334790e-01
  -1.51515151515151e-01  -1.50936098365923e-01
  -9.09090909090908e-02  -9.07839235088703e-02
  -3.03030303030303e-02  -3.02983927702770e-02
   3.03030303030303e-02   3.02983927702770e-02
   9.09090909090908e-02   9.07839235088703e-02
   1.51515151515151e-01   1.50936098365923e-01
   2.12121212121212e-01   2.10534040334791e-01
   2.72727272727273e-01   2.69358907535599e-01
   3.33333333333333e-01   3.27194696796152e-01
   3.93939393939394e-01   3.83829036809194e-01
   4.54545454545455e-01   4.39053967953561e-01
   5.15151515151515e-01   4.92666705915764e-01
   5.75757575757576e-01   5.44470386307985e-01
   6.36363636363637e-01   5.94274787548290e-01
   6.96969696969697e-01   6.41897029348644e-01
   7.57575757575758e-01   6.87162244245925e-01
   8.18181818181818e-01   7.29904219710074e-01
   8.78787878787879e-01   7.69966008471585e-01
   9.39393939393939e-01   8.07200504827239e-01
   1.00000000000000e+00   8.41470984807897e-01
   1.06060606060606e+00   8.72651608224862e-01
   1.12121212121212e+00   9.00627880751338e-01
   1.18181818181818e+00   9.25297074342206e-01
   1.24242424242424e+00   9.46568604448368e-01
   1.30303030303030e+00   9.64364362640533e-01
   1.36363636363636e+00   9.78619003421054e-01
   1.42424242424242e+00   9.89280184170670e-01
   1.48484848484849e+00   9.96308757349048e-01
   1.54545454545455e+00   9.99678914243397e-01
   1.60606060606061e+00   9.99378279737299e-01
   1.66666666666667e+00   9.95407957751765e-01
   1.72727272727273e+00   9.87782527191676e-01
   1.78787878787879e+00   9.76529988412473e-01
   1.84848484848485e+00   9.61691660403677e-01
   1.90909090909091e+00   9.43322029066788e-01
   1.96969696969697e+00   9.21488547144662e-01
   2.03030303030303e+00   8.96271386537035e-01
   2.09090909090909e+00   8.67763143911680e-01
   2.15151515151515e+00   8.36068500692183e-01
   2.21212121212121e+00   8.01303838670850e-01
   2.27272727272727e+00   7.63596812658209e-01
   2.33333333333333e+00   7.23085881738324e-01
   2.39393939393939e+00   6.79919800851133e-01
   2.45454545454546e+00   6.34257074568708e-01
   2.51515151515152e+00   5.86265375071155e-01
   2.57575757575758e+00   5.36120926459333e-01
   2.63636363636364e+00   4.84007857665163e-01
   2.69696969696970e+00   4.30117526335640e-01
   2.75757575757576e+00   3.74647816173215e-01
   2.81818181818182e+00   3.17802410312691e-01
   2.87878787878788e+00   2.59790043402777e-01
   2.93939393939394e+00   2.00823735138638e-01
   3.00000000000000e+00   1.41120008059867e-01
